Move_1_P1,Move_2_P2,Move_3_P1,Move_4_P2,Move_5_P1,Move_6_P2,Move_7_P1,Move_8_P2,Move_9_P1,Move_10_P2,Area_P1,Area_P2
3365,2147,6431,1946,1779,3537,8118,2248,166,9292,57.93000000000001,41.93
7183,5724,9406,9068,8776,1283,259,9649,2447,6363,46.27,53.47
3220,7970,4978,8938,6515,3825,9332,9348,4871,904,60.099999999999994,39.67
6368,5209,7013,9718,4362,8511,7313,7590,2454,9683,60.419999999999995,39.32
7865,4392,6238,6542,862,4675,4535,5183,7810,5900,66.05,33.82
9227,4781,7526,9065,8831,9291,1627,6915,2533,7979,45.660000000000004,54.190000000000005
8421,8503,6774,6638,5190,6022,2874,7305,9981,4914,59.17,40.72
6368,5850,6955,9944,8776,5625,6173,6872,3169,4133,45.93,53.86
6975,7453,8022,1050,4165,7875,9217,8037,606,2549,52.459999999999994,47.07
2975,636,451,4915,6161,7243,7756,4320,8018,6839,64.53,35.33
7865,6295,1025,2347,6243,1911,1329,4649,4780,4009,55.48,44.03
2850,9153,4694,951,5867,2210,7847,2098,9212,9244,54.98,44.66
5644,5101,8470,568,4347,8070,8477,9452,1460,3389,46.160000000000004,53.480000000000004
4986,8997,8726,6110,236,3050,7939,7268,4161,4414,51.39,47.71
8854,812,9390,7484,7613,6256,1627,1727,4189,1314,58.379999999999995,41.46
6620,1126,7535,4050,2273,1666,4064,6989,8077,9171,52.64,46.839999999999996
7449,4574,5942,2154,7482,2870,2956,1921,7205,8632,46.160000000000004,53.66
8540,5715,4055,4646,4052,5814,183,2603,5279,2246,56.02,43.7
5887,2115,809,9850,1808,9190,8339,8546,6137,352,55.55,44.2
7653,7369,4064,3530,1478,4406,4180,7775,7535,1819,54.75,45.14
5321,4836,8534,8363,8446,8266,2669,6554,3784,7183,61.24000000000001,38.39
5980,397,4054,4453,4311,5286,3468,2621,9755,8883,53.81,45.85
3957,4421,777,2548,3892,7216,6964,7613,1132,4544,60.14000000000001,39.589999999999996
2341,5909,6781,8779,6787,6289,269,6681,4995,1101,44.95,54.81
8354,1841,9755,1243,6442,4852,1766,3648,3942,8155,57.86,41.67
6368,281,471,2041,2838,100,5485,2225,956,986,68.47,31.3
6975,3491,6945,6792,1320,6328,4992,5562,7810,9128,48.94,50.56
5545,96,5136,2770,2049,8081,9323,6974,2454,1859,56.96,42.91
6837,523,2409,669,7611,5422,2312,5639,5263,5309,60.74,39.04
5372,8663,2836,7232,8127,6213,3731,308,3283,5314,60.629999999999995,39.2
8540,1308,5307,9491,5284,4280,993,2061,2749,5283,59.19,40.65
1948,5950,9607,8535,9787,846,4269,5589,5410,7479,50.28,49.59
858,8235,31,9441,7627,9579,3940,7563,9078,6226,61.01,38.32
713,3590,4175,7501,9328,2664,6896,589,2648,1864,68.95,30.59
2303,8196,7564,5370,8735,6015,2755,5198,2147,3093,55.34,44.5
2674,2691,5395,5083,4321,1162,2632,7265,3673,5315,38.66,61.11
5887,2792,6227,9435,9768,3860,8409,455,2167,6627,52.76,46.44
4976,6849,1877,3529,824,8084,7665,3294,5727,4970,55.54,43.8
4344,1204,8717,5189,5824,8598,7078,5748,4389,6815,63.53,35.980000000000004
7653,9787,6083,8786,2048,7468,8678,9514,5446,5704,69.02000000000001,30.819999999999997
6026,4570,8534,8750,8446,8298,2930,1396,2164,6781,60.3,39.43
4914,8083,1291,1713,7791,596,6936,5592,1460,9952,60.06,39.75
8014,3523,6238,859,2613,5829,1225,3891,8974,2685,56.04,43.730000000000004
9670,4405,3227,4722,4296,4469,183,187,4476,6631,53.38,46.12
2724,7070,6781,5805,5297,2126,4269,9257,5410,2350,46.37,52.83
2724,1059,8257,4028,2573,7032,7734,8674,6940,6796,55.15,44.690000000000005
4141,6966,6436,6402,690,4824,1863,2563,5926,245,35.480000000000004,64.2
8354,1350,5307,552,2049,7214,5295,6686,6877,7606,64.69,35.07
4162,3888,7280,8959,5822,4525,8490,4878,2768,6129,45.550000000000004,54.22
5522,2595,2751,2457,913,6403,2570,7478,8382,6620,51.03,48.83
7743,2132,5904,4434,1858,8018,2570,1482,2082,3063,49.96,49.54
1307,6403,5248,6093,3475,6894,6173,4185,7159,662,55.75,44.06
6824,2301,4272,8163,4590,6539,2465,3966,3739,1538,52.31,47.12
3180,300,1112,3689,6230,575,5809,8886,5414,4309,56.54,43.22
976,8805,7339,1774,8245,431,1107,3863,8591,3484,53.349999999999994,46.44
7435,2852,8369,1802,6442,9151,927,626,2631,3962,52.89,46.83
