Move_1_P1,Move_2_P2,Move_3_P1,Move_4_P2,Move_5_P1,Move_6_P2,Move_7_P1,Move_8_P2,Move_9_P1,Move_10_P2,Area_P1,Area_P2
8719,9270,7676,2988,1844,5719,2175,6564,7418,6776,51.470000000000006,48.35
2632,6866,3966,4689,1641,7164,7749,6333,344,2170,42.24,57.56
4097,4479,4208,2215,8656,2869,3417,6917,934,9834,45.72,53.900000000000006
7864,60,5330,4746,7554,2776,3517,8646,2260,6439,52.78,46.64
831,3279,8029,721,7178,762,6255,5056,2575,6487,57.269999999999996,42.58
3279,6650,7152,5786,7323,8686,4895,4057,1482,201,50.06,49.62
1571,9041,4420,3682,7519,8551,7478,6049,2372,4981,66.42,33.45
9152,9295,7676,9414,5634,6456,2818,7201,2675,9943,72.54,27.27
6664,5755,4224,5833,2263,2917,6715,6766,7782,1291,55.84,43.62
8225,7876,5219,4679,7032,9804,2317,8600,4725,1484,47.82,52.05
5133,6783,1170,9608,1131,8524,6189,5624,2372,5492,49.730000000000004,49.79
2456,2957,8026,6258,6787,2408,3132,2891,2974,6163,61.050000000000004,38.65
9243,7101,8017,7699,1841,5399,5220,2935,8627,3231,53.1,46.57
6883,699,5408,1289,3727,3312,9209,8218,2016,3947,50.580000000000005,49.230000000000004
8126,6598,3129,973,2473,2375,8457,516,1695,6030,56.620000000000005,43.2
6585,9896,4765,8339,1121,7483,8477,5472,3175,6912,59.81999999999999,39.76
7947,6275,3129,5092,2582,8548,4324,8092,8122,4664,64.78,35.07
8929,4708,3918,257,5380,5119,4625,115,8382,2606,64.75999999999999,35.07
2619,282,2712,7220,664,8420,7214,7498,8578,1171,51.949999999999996,47.53
2619,7025,3966,2703,8268,2547,6190,8678,5068,7250,44.629999999999995,55.14
6359,8639,9251,9563,1840,7149,4850,7705,6355,9867,65.82000000000001,33.900000000000006
6016,3706,7059,2155,1452,7572,4944,5466,8122,5501,45.34,54.35
1871,3839,7113,7177,5223,2555,7841,5732,1523,7039,55.71,44.05
1711,1123,8257,4430,2777,7347,8958,4493,2347,4651,45.79,53.779999999999994
7537,1649,1625,9126,4676,4547,6207,9945,2680,2074,57.720000000000006,41.3
3339,6842,8224,1073,3158,3449,5816,1701,4337,1973,43.74,55.88999999999999
2530,8842,6858,7989,2536,4771,3865,3620,8682,58,40.67,58.9
8533,7919,3153,1259,5380,7245,1819,4906,7290,3071,49.2,50.62
8929,8437,6216,8551,2263,9037,5978,4563,8331,4156,70.52000000000001,29.360000000000003
7119,2942,2122,1877,8161,7362,4514,2733,1834,951,49.88,49.980000000000004
7767,5348,4224,5057,2263,7416,3778,9869,7760,1197,61.41,38.25
8147,2924,5100,6605,1858,9828,2249,2557,7695,2818,55.25,44.45
6531,5962,8737,8369,4817,4873,2732,8901,6838,4294,49.78,50.05
