Move_1_P1,Move_2_P2,Move_3_P1,Move_4_P2,Move_5_P1,Move_6_P2,Move_7_P1,Move_8_P2,Move_9_P1,Move_10_P2,Area_P1,Area_P2
7061,6832,1228,6549,2869,7609,8088,4458,9546,8176,60.019999999999996,39.81
7865,4502,8369,7256,2543,4933,4427,3855,1973,5955,54.52,45.35
7089,3652,6945,9608,7841,5776,1666,1268,2691,1706,48.51,50.83
7667,5910,5829,8010,1819,7702,881,4532,2437,1112,70.89999999999999,28.62
6754,3659,6238,4275,5338,3829,1540,8518,2533,2129,38.940000000000005,60.69
8854,9012,5859,8275,2060,2994,2916,9158,7941,9092,62.849999999999994,36.95
5522,9903,7875,8909,8776,5453,8804,1103,6722,6794,37.059999999999995,62.739999999999995
6280,8008,2239,8301,2063,1938,6370,5831,957,511,56.84,42.9
2936,8487,3004,5642,1221,3832,735,8561,8120,3208,47.93,51.839999999999996
1711,3650,144,7338,8127,6964,6419,1715,8666,6710,42.8,56.57
2538,7080,7030,1499,2625,7342,8728,7302,3249,498,50.349999999999994,49.32
5261,4755,8238,6218,2928,6863,3486,8232,5123,474,48.19,51.190000000000005
6975,4640,3432,7146,8119,8261,7824,2167,3156,2384,59.199999999999996,40.52
7485,5054,6425,8135,4362,9162,3625,790,4122,3945,54.06999999999999,45.769999999999996
1871,9842,4669,8609,7374,1946,2930,1276,3913,1677,60.809999999999995,38.940000000000005
4767,947,5828,6063,929,460,8032,4037,8364,2136,65.35,34.38
8540,8106,1449,5430,7817,2502,4178,418,2079,686,62.96000000000001,36.9
9301,2315,1775,9477,2497,7561,307,264,8636,3746,41.17,58.58
7682,7406,7131,5432,992,6800,5547,8343,2147,5221,66.91,32.67
2530,9430,7748,3312,6525,543,4214,6758,3784,5947,53.44,46.050000000000004
8567,8949,5859,5971,2368,4443,1726,8546,6722,6877,67.46,32.29
6562,8275,2758,5080,5681,296,8259,168,1538,7020,49.980000000000004,49.62
7485,7102,2024,8125,4727,4500,7893,6609,7810,1014,72.78999999999999,26.75
3469,2680,7368,3864,5545,721,9027,5254,755,7166,58.86,40.08
7061,2577,4604,1951,2106,9709,9124,6657,1504,8184,38.71,60.84
8157,8572,2859,498,7322,8661,2874,3662,3920,4586,64.8,34.78
8225,4824,2438,6638,1478,4861,6114,3874,7941,5181,56.92,42.84
2975,2336,8050,405,4146,6681,3289,6635,4576,825,43.47,56.35
6980,3280,4128,8738,2543,3083,2916,462,7773,8331,56.46,43.419999999999995
2410,6640,4533,4191,4611,8282,6173,3320,7773,6673,42.34,57.28
6620,9899,3045,8320,1453,8406,5555,9258,3667,9084,70.30999999999999,29.580000000000002
4327,929,8078,2195,3991,2425,6917,8593,5470,9262,54.56999999999999,45.08
8487,1107,3441,7129,92,5271,3553,3436,8119,7276,43.64,55.769999999999996
2684,313,4782,2265,9758,5650,8032,8102,2561,2993,50.88,48.79
6292,2889,4614,6524,862,5627,3758,4242,7339,5152,63.38,36.43
6867,5912,2949,7318,5232,9998,6183,6518,7339,4294,63.79,35.91
2538,9263,4163,9350,6515,778,2930,3671,3913,7647,49.7,50.18
7864,4909,6425,9807,7841,8256,5276,7953,4583,1584,48.730000000000004,51.01
